Record_ID,Student_ID,Survey_Date,Age,Gender,Grade_Level,School_Type,Subject,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Attendance_Percentage,Homework_Completion_Percentage,Study_Method,Tutoring,Internet_Access,Stress_Level,Parent_Support_Level,Previous_Exam_Score,Exam_Score,Final_Result,Teacher_Comment
R0775,S0316,2026-03-02,13.0,Female,Grade 8,Public,Math,3.8,8.8,3.8,89.0,71.0,Notebook / Notes,No,Yes,High,High,87.0,90.0,Excellent,Improved this term
R1918,S0531,2026-03-12,15.0,Male,Grade 10,Private,Science,2.7,7.2,5.2,68.0,83.0,Private Tutor,Yes,Yes,Medium,Medium,94.0,94.0,Excellent,Absent during some activities
R2088,S0126,2026-03-29,16.0,Female,Grade 11,Public,Science,2.0,5.7,4.2,93.0,72.0,Online Videos,Yes,Yes,High,Low,94.0,88.0,Good,No Comment
R3626,S0227,2026-03-02,13.0,Female,Grade 10,International,History,2.9,5.2,4.0,84.0,75.0,Self Study,No,Yes,High,Low,59.0,73.0,Pass,Consistent effort
R0180,S0394,2026-03-16,14.0,Female,Grade 9,International,Computer Science,2.9,7.2,2.6,79.0,100.0,Online Videos,No,Yes,High,Medium,98.0,96.0,Excellent,Excellent focus
R2006,S0269,2026-03-12,16.0,Female,Grade 11,International,Computer Science,1.6,7.2,6.4,76.0,68.0,Online Videos,No,Yes,Medium,High,76.0,80.0,Good,No Comment
R2072,S0287,2026-03-23,16.0,Female,Grade 11,Public,Computer Science,3.8,7.1,4.1,86.0,55.0,Private Tutor,No,Yes,Medium,Medium,90.0,92.0,Good,Excellent focus
R2059,S0698,2026-02-16,16.0,Female,Grade 11,International,Science,3.2,7.8,4.2,93.0,66.0,Group Study,Yes,Yes,High,High,90.0,100.0,Excellent,Needs better time management
R1496,S0707,2026-03-26,13.0,Male,Grade 11,International,English,1.9,6.9,2.8,99.0,100.0,Self Study,No,Yes,Medium,Low,86.0,98.0,Excellent,No Comment
R2034,S0186,2026-02-01,13.0,Female,Grade 8,Private,Math,3.2,6.6,4.2,83.0,70.0,Self Study,No,Yes,Medium,Medium,86.0,85.0,Good,No Comment
R3400,S0737,2026-04-26,15.0,Female,Grade 9,Private,Science,0.7,6.0,5.2,88.0,91.0,Private Tutor,Yes,Yes,Low,High,72.0,75.0,Good,No Comment
R1661,S0685,2026-04-08,14.0,Male,Grade 9,Public,Math,3.9,7.5,3.1,91.0,85.0,Self Study,No,No,High,High,96.0,91.0,Excellent,Improved this term
R3735,S0268,2026-02-07,13.0,Female,Grade 8,Public,Science,1.8,6.2,1.6,100.0,38.0,Self Study,Yes,Yes,Medium,Low,77.0,94.0,Excellent,Homework quality varies
R3594,S0717,2026-02-16,15.0,Female,Grade 10,Private,Science,1.7,6.6,5.4,88.0,68.0,Self Study,No,Yes,Medium,Medium,71.0,92.0,Pass,Absent during some activities
R3321,S0148,2026-04-11,17.0,Female,Grade 12,International,Computer Science,1.9,7.7,6.6,87.0,89.0,Online Videos,No,Yes,Medium,High,78.0,81.0,Good,Needs revision plan
R2533,S0260,2026-04-30,16.0,Male,Grade 11,Private,Math,2.4,6.5,3.2,84.0,90.0,Self Study,Yes,Yes,High,High,81.0,94.0,Excellent,No Comment
R3313,S0231,2026-03-07,15.0,Male,Grade 10,Public,Computer Science,2.5,7.4,3.8,94.0,65.0,Group Study,No,Yes,Medium,Medium,100.0,95.0,Excellent,Improved this term
R0891,S0034,2026-02-07,17.0,Female,Grade 12,Public,Science,3.2,6.4,8.1,100.0,100.0,Self Study,No,Yes,High,High,100.0,100.0,Excellent,Improved this term
R2204,S0455,2026-03-21,14.0,Male,Grade 8,Private,Science,3.8,5.7,4.1,73.0,73.0,Self Study,No,Yes,Medium,Medium,96.0,97.0,Excellent,Improved this term
R3383,S0154,2026-04-20,17.0,Male,Grade 12,Public,Math,1.6,8.6,1.6,95.0,77.0,Online Videos,No,Yes,High,Medium,90.0,86.0,Good,Improved this term
R3622,S0199,2026-02-16,17.0,Female,Grade 12,Private,Science,3.1,8.1,3.0,100.0,86.0,Group Study,No,Yes,Medium,Medium,100.0,100.0,Excellent,Homework quality varies
R1023,S0475,2026-04-15,14.0,Female,Grade 9,Private,Computer Science,3.8,7.8,4.2,91.0,76.0,Online Videos,Yes,Yes,High,High,100.0,86.0,Good,No Comment
R2448,S0241,2026-03-18,17.0,Female,Grade 12,Public,Math,5.0,6.6,4.3,89.0,82.0,Self Study,No,Yes,Medium,High,97.0,100.0,Excellent,Consistent effort
R3562,S0593,2026-02-11,15.0,Male,Grade 10,Public,English,1.7,7.5,4.9,80.0,72.0,Notebook / Notes,Yes,Yes,High,High,69.0,83.0,Good,Strong participation
R1674,S0288,2026-04-08,13.0,Male,Grade 8,Public,Computer Science,3.2,8.3,4.5,80.0,32.0,Group Study,No,Yes,Medium,Medium,96.0,94.0,Excellent,Absent during some activities
R3618,S0471,2026-04-30,15.0,Female,Grade 10,Private,Science,3.3,5.9,6.5,98.0,86.0,Online Videos,Yes,Yes,Low,Low,94.0,97.0,Excellent,No Comment
R2067,S0739,2026-02-05,17.0,Male,Grade 10,Private,Science,3.1,6.9,4.0,85.0,74.0,Private Tutor,No,No,Low,High,100.0,100.0,Excellent,Good analytical thinking
R0676,S0722,2026-04-10,14.0,Male,Grade 9,Private,Science,2.6,6.1,3.2,83.0,92.0,Self Study,No,Yes,Low,Medium,93.0,85.0,Good,Homework quality varies
R1076,S0688,2026-03-06,16.0,Male,Grade 8,Private,History,2.1,6.3,3.6,84.0,61.0,Self Study,Yes,Yes,High,Low,93.0,84.0,Good,Absent during some activities
R3861,S0120,2026-04-23,14.0,Male,Grade 9,Private,History,2.9,6.4,6.0,87.0,92.0,Self Study,No,No,Low,Medium,84.0,89.0,Good,Excellent focus
R1120,S0605,2026-03-07,15.0,Male,Grade 10,Private,Science,3.2,7.2,3.6,88.0,100.0,Group Study,No,Yes,Medium,High,100.0,100.0,Excellent,No Comment
R0805,S0082,2026-04-07,16.0,Female,Grade 11,Public,Computer Science,4.8,7.3,3.3,99.0,90.0,Group Study,No,Yes,Low,Medium,94.0,98.0,Excellent,Needs better time management
R2917,S0053,2026-02-22,13.0,Female,Grade 11,Private,Computer Science,3.2,7.8,4.7,80.0,70.0,Notebook / Notes,No,Yes,Medium,Low,71.0,70.0,Pass,Strong participation
R3283,S0339,2026-02-05,16.0,Male,Grade 11,Public,Science,3.6,8.7,2.5,88.0,100.0,Online Videos,No,Yes,High,High,92.0,96.0,Excellent,Improved this term
R1634,S0095,2026-04-29,16.0,Male,Grade 11,Public,Math,2.0,5.6,6.3,86.0,53.0,Private Tutor,No,Yes,High,High,61.0,92.0,Needs Improvement,Homework quality varies
R2026,S0638,2026-04-10,14.0,Male,Grade 9,International,History,2.6,7.5,2.5,83.0,82.0,Self Study,No,No,Low,Low,88.0,85.0,Good,Absent during some activities
R2360,S0184,2026-04-19,16.0,Male,Grade 11,Public,Science,2.6,7.2,4.2,88.0,80.0,Self Study,Yes,Yes,Medium,High,80.0,80.0,Good,Strong participation
R0339,S0737,2026-02-15,13.0,Male,Grade 8,International,English,4.0,7.2,2.0,86.0,64.0,Private Tutor,No,Yes,Medium,Low,90.0,100.0,Excellent,Strong participation
R3395,S0613,2026-03-16,14.0,Male,Grade 11,Private,English,3.0,7.5,4.2,69.0,82.0,Group Study,No,Yes,Medium,Medium,79.0,88.0,Good,Absent during some activities
R0315,S0491,2026-03-05,13.0,Male,Grade 8,Public,English,4.8,8.1,2.5,100.0,48.0,Online Videos,Yes,Yes,High,High,94.0,98.0,Excellent,Consistent effort
R3510,S0642,2026-03-10,13.0,Male,Grade 12,Public,Computer Science,3.4,6.0,2.8,85.0,65.0,Self Study,Yes,Yes,High,Medium,82.0,96.0,Excellent,No Comment
R2241,S0481,2026-03-12,13.0,Male,Grade 8,International,Computer Science,3.2,6.0,3.2,92.0,64.0,Notebook / Notes,Yes,Yes,Medium,Medium,78.0,100.0,Excellent,Excellent focus
R1919,S0443,2026-04-08,14.0,Female,Grade 9,Public,History,4.4,7.6,2.7,82.0,63.0,Self Study,Yes,Yes,High,Medium,100.0,100.0,Excellent,Excellent focus
R1833,S0257,2026-04-25,17.0,Male,Grade 12,International,History,3.5,7.4,4.2,87.0,64.0,Self Study,No,Yes,Medium,High,100.0,100.0,Excellent,Strong participation
R3899,S0526,2026-03-17,15.0,Female,Grade 10,Private,Science,4.1,8.9,6.1,69.0,83.0,Self Study,Yes,Yes,Medium,High,75.0,89.0,Good,Often distracted
R1257,S0001,2026-02-05,17.0,Male,Grade 12,Private,Science,3.3,6.7,6.7,91.0,92.0,Notebook / Notes,Yes,No,Low,High,98.0,89.0,Good,No Comment
R1837,S0318,2026-03-06,15.0,Female,Grade 10,International,Math,4.9,6.3,5.3,87.0,86.0,Group Study,Yes,Yes,Medium,High,100.0,100.0,Excellent,Improved this term
R0902,S0428,2026-04-30,17.0,Female,Grade 12,International,History,3.2,5.4,4.9,81.0,76.0,Group Study,No,Yes,Low,Low,62.0,77.0,Good,Often distracted
R2943,S0386,2026-04-22,16.0,Female,Grade 11,Private,Computer Science,6.0,6.6,5.3,74.0,46.0,Self Study,Yes,Yes,Medium,Low,83.0,88.0,Good,Absent during some activities
R0792,S0494,2026-03-20,14.0,Male,Grade 9,Public,English,2.6,4.6,6.2,85.0,100.0,Notebook / Notes,Yes,Yes,Medium,Medium,87.0,89.0,Good,No Comment
R3336,S0260,2026-03-08,13.0,Male,Grade 8,International,Computer Science,2.7,6.3,7.2,83.0,94.0,Private Tutor,Yes,Yes,Low,Medium,84.0,99.0,Excellent,Needs revision plan
R0255,S0065,2026-02-23,15.0,Female,Grade 10,Public,Computer Science,5.3,8.1,5.9,76.0,58.0,Self Study,Yes,Yes,Low,High,94.0,100.0,Excellent,Improved this term
R0579,S0404,2026-03-18,14.0,Female,Grade 9,Public,History,3.4,7.2,5.4,89.0,75.0,Self Study,Yes,Yes,Low,Low,100.0,100.0,Excellent,No Comment
R2382,S0033,2026-03-09,16.0,Female,Grade 10,Private,Computer Science,1.8,7.3,2.4,79.0,80.0,Private Tutor,No,Yes,Medium,High,85.0,87.0,Good,Improved this term
R2594,S0316,2026-03-27,13.0,Female,Grade 8,Public,Science,4.4,6.3,4.4,100.0,55.0,Private Tutor,No,Yes,Low,Low,100.0,100.0,Excellent,Homework quality varies
R3147,S0729,2026-02-02,17.0,Male,Grade 12,International,Computer Science,3.0,5.2,3.9,99.0,76.0,Online Videos,No,Yes,Low,Low,100.0,100.0,Excellent,Good analytical thinking
R3333,S0061,2026-03-24,17.0,Male,Grade 12,Public,English,4.0,7.3,5.8,83.0,59.0,Self Study,Yes,No,Low,High,100.0,98.0,Excellent,Improved this term
R1485,S0622,2026-02-15,15.0,Female,Grade 10,Public,English,3.2,8.9,3.4,83.0,79.0,Group Study,No,Yes,Low,Medium,98.0,100.0,Excellent,Needs better time management
R1669,S0594,2026-03-28,13.0,Male,Grade 8,International,Science,3.2,6.6,4.2,94.0,71.0,Notebook / Notes,No,Yes,Low,High,89.0,87.0,Good,Excellent focus
R3786,S0084,2026-02-28,17.0,Female,Grade 12,Public,Math,4.1,8.3,2.5,79.0,62.0,Self Study,No,Yes,Low,High,100.0,100.0,Excellent,No Comment
R3446,S0712,2026-03-23,15.0,Male,Grade 10,Public,Math,3.2,5.6,3.0,86.0,63.0,Online Videos,No,Yes,Medium,Medium,99.0,98.0,Excellent,Strong participation
R3455,S0741,2026-03-18,17.0,Female,Grade 12,Public,Math,4.5,6.5,5.0,89.0,81.0,Self Study,Yes,Yes,Medium,Medium,100.0,92.0,Excellent,Needs revision plan
R0244,S0463,2026-03-20,17.0,Female,Grade 9,Public,Math,3.5,6.7,5.2,99.0,48.0,Self Study,No,Yes,Medium,Low,69.0,80.0,Good,Absent during some activities
R0629,S0711,2026-04-24,14.0,Male,Grade 9,Private,Science,5.0,7.0,3.6,73.0,74.0,Self Study,No,Yes,Medium,Medium,91.0,100.0,Excellent,Excellent focus
R3586,S0177,2026-02-28,16.0,Female,Grade 10,Public,Computer Science,3.1,7.4,6.2,71.0,100.0,Group Study,No,Yes,Medium,Medium,73.0,84.0,Good,Needs revision plan
R2746,S0425,2026-03-14,17.0,Male,Grade 12,International,English,3.4,7.8,3.3,89.0,100.0,Notebook / Notes,Yes,Yes,Medium,Medium,91.0,100.0,Excellent,Absent during some activities
R1562,S0264,2026-04-14,15.0,Female,Grade 10,Public,History,4.0,6.7,3.6,82.0,75.0,Notebook / Notes,No,Yes,Low,Medium,95.0,100.0,Excellent,Excellent focus
R2954,S0321,2026-02-03,17.0,Female,Grade 12,Public,Science,3.6,7.9,3.4,95.0,72.0,Group Study,Yes,Yes,Medium,High,97.0,95.0,Excellent,Homework quality varies
R1043,S0084,2026-02-19,15.0,Male,Grade 10,Public,Math,2.3,6.4,5.6,87.0,82.0,Self Study,No,Yes,Medium,High,100.0,96.0,Excellent,Homework quality varies
R0952,S0400,2026-04-02,15.0,Female,Grade 11,Private,Science,3.1,4.8,4.1,93.0,78.0,Group Study,No,Yes,Medium,Medium,90.0,87.0,Good,Homework quality varies
R1874,S0371,2026-03-24,13.0,Male,Grade 8,Public,Computer Science,1.4,9.2,2.8,100.0,65.0,Self Study,No,Yes,Medium,High,91.0,100.0,Excellent,Improved this term
R0634,S0120,2026-04-06,14.0,Female,Grade 9,Public,English,1.4,6.0,4.1,88.0,65.0,Private Tutor,No,Yes,High,Medium,90.0,75.0,Good,Homework quality varies
R1763,S0221,2026-03-02,16.0,Female,Grade 11,Private,English,2.2,6.9,2.5,100.0,48.0,Private Tutor,No,Yes,Medium,Low,73.0,95.0,Excellent,Consistent effort
R1186,S0658,2026-03-25,14.0,Female,Grade 9,Public,Science,3.4,5.9,4.2,83.0,100.0,Private Tutor,No,No,Medium,Low,94.0,91.0,Excellent,No Comment
R0350,S0620,2026-03-18,14.0,Female,Grade 9,Public,English,3.6,7.2,5.6,96.0,76.0,Online Videos,Yes,Yes,Low,Medium,100.0,100.0,Excellent,-
R1105,S0490,2026-03-18,14.0,Male,Grade 9,International,History,2.3,7.6,4.7,85.0,72.0,Self Study,No,No,High,Medium,65.0,65.0,Pass,Often distracted
R3137,S0156,2026-01-03,17.0,Female,Grade 12,Private,English,3.2,7.2,6.9,100.0,79.0,Online Videos,No,Yes,High,High,82.0,91.0,Excellent,Improved this term
R1118,S0552,2026-03-21,16.0,Female,Grade 11,Public,Math,2.6,8.2,3.6,100.0,69.0,Self Study,No,Yes,High,Low,79.0,79.0,Good,Needs better time management
R2162,S0368,2026-02-05,17.0,Male,Grade 12,Private,History,4.5,7.6,5.8,85.0,77.0,Group Study,Yes,Yes,Low,Medium,98.0,98.0,Excellent,Often distracted
R1799,S0645,2026-03-18,15.0,Female,Grade 10,Public,English,1.7,7.3,0.5,100.0,100.0,Private Tutor,Yes,Yes,Medium,Medium,95.0,100.0,Excellent,Excellent focus
R0154,S0291,2026-03-22,14.0,Male,Grade 9,International,Math,4.2,8.5,5.3,77.0,97.0,Self Study,Yes,Yes,Low,Medium,87.0,86.0,Good,Good analytical thinking
R0316,S0063,2026-02-01,15.0,Male,Grade 10,International,Math,0.8,7.2,4.2,90.0,76.0,Self Study,Yes,Yes,Medium,High,81.0,82.0,Good,Needs better time management
R3048,S0653,2026-02-14,16.0,Female,Grade 11,Public,History,1.7,7.6,4.9,82.0,93.0,Self Study,Yes,Yes,High,Medium,72.0,70.0,Pass,Improved this term
R2775,S0300,2026-02-21,15.0,Male,Grade 8,Public,History,1.4,6.6,3.8,96.0,76.0,Self Study,No,Yes,Medium,Low,95.0,100.0,Excellent,Consistent effort
R1613,S0089,2026-03-05,17.0,Male,Grade 12,Public,English,3.2,6.9,0.5,81.0,62.0,Online Videos,No,Yes,Low,High,100.0,100.0,Excellent,Consistent effort
R3758,S0364,2026-03-18,14.0,Male,Grade 9,International,Science,4.8,8.1,2.2,90.0,76.0,Notebook / Notes,No,Yes,Medium,High,89.0,100.0,Excellent,No Comment
R3171,S0423,2026-02-26,14.0,Female,Grade 9,Private,History,4.0,6.0,5.4,96.0,77.0,Online Videos,Yes,No,Medium,Medium,98.0,95.0,Excellent,Improved this term
R2619,S0743,2026-04-28,14.0,Female,Grade 9,Private,Math,2.8,6.1,5.0,82.0,76.0,Online Videos,No,Yes,Medium,Low,69.0,82.0,Good,Absent during some activities
R1470,S0305,2026-04-17,17.0,Female,Grade 12,Private,Computer Science,4.1,7.5,6.0,89.0,76.0,Online Videos,No,Yes,Low,Medium,75.0,88.0,Good,Homework quality varies
R3056,S0326,2026-03-19,14.0,Male,Grade 9,International,Computer Science,4.0,7.0,2.9,87.0,76.0,Notebook / Notes,Yes,Yes,Medium,Medium,94.0,97.0,Excellent,Good analytical thinking
R0092,S0567,2026-03-20,15.0,Male,Grade 10,International,Computer Science,3.9,6.6,2.2,77.0,100.0,Group Study,Yes,Yes,Low,Low,100.0,99.0,Excellent,Needs revision plan
R0113,S0350,2026-04-02,14.0,Female,Grade 9,Public,Math,2.9,5.5,4.2,77.0,83.0,Online Videos,No,Yes,Low,Low,76.0,78.0,Good,No Comment
R1522,S0749,2026-03-12,13.0,Female,Grade 8,Private,Computer Science,2.9,8.4,6.5,100.0,77.0,Online Videos,No,Yes,Medium,Medium,90.0,90.0,Excellent,Homework quality varies
R3028,S0430,2026-04-03,15.0,Female,Grade 10,Public,Math,3.7,8.2,6.2,98.0,91.0,Self Study,No,Yes,Medium,Low,86.0,93.0,Excellent,Strong participation
R1510,S0251,2026-03-14,14.0,Male,Grade 9,Public,History,2.2,6.6,3.1,80.0,38.0,Self Study,Yes,Yes,Medium,Medium,90.0,75.0,Good,Often distracted
R0196,S0575,2026-04-04,15.0,Male,Grade 10,Public,Math,4.7,6.4,6.4,87.0,92.0,Notebook / Notes,Yes,Yes,Medium,Medium,100.0,100.0,Excellent,No Comment
R1157,S0454,2026-02-03,15.0,Male,Grade 10,Public,History,5.0,6.8,4.7,80.0,99.0,Group Study,No,Yes,Medium,Medium,98.0,100.0,Excellent,Good analytical thinking
R3642,S0316,2026-03-10,13.0,Male,Grade 8,Public,Math,3.2,7.9,7.8,93.0,61.0,Self Study,Yes,Yes,High,Medium,90.0,92.0,Needs Improvement,Consistent effort
R3202,S0032,2026-03-18,14.0,Female,Grade 9,International,English,4.1,7.3,5.4,97.0,100.0,Private Tutor,No,Yes,Medium,Low,83.0,98.0,Excellent,Improved this term
R2125,S0378,2026-03-26,14.0,Female,Grade 9,Public,Math,2.1,7.2,1.1,83.0,94.0,Private Tutor,No,Yes,Medium,High,79.0,76.0,Good,Excellent focus
R2121,S0071,2026-04-25,15.0,Male,Grade 10,Private,History,2.7,7.2,4.6,94.0,78.0,Group Study,Yes,Yes,Low,Low,98.0,100.0,Excellent,No Comment
R2641,S0134,2026-03-25,17.0,Male,Grade 12,Public,Science,2.7,7.7,4.2,87.0,76.0,Self Study,Yes,Yes,Medium,Low,98.0,99.0,Excellent,Needs better time management
R2788,S0628,2026-02-23,17.0,Female,Grade 12,International,English,1.8,7.5,4.2,90.0,100.0,Notebook / Notes,No,Yes,Medium,Medium,77.0,81.0,Good,Often distracted
R1761,S0400,2026-03-18,15.0,Female,Grade 10,Private,Science,4.8,7.8,5.6,79.0,67.0,Self Study,No,Yes,High,Medium,85.0,83.0,Good,Strong participation
R1914,S0141,2026-03-22,17.0,Female,Grade 12,Private,Science,5.2,6.9,2.4,97.0,82.0,Self Study,Yes,No,High,Medium,96.0,100.0,Excellent,Absent during some activities
R1994,S0635,2026-03-25,16.0,Male,Grade 11,Private,History,2.2,7.4,5.2,100.0,77.0,Online Videos,No,Yes,Medium,Medium,84.0,81.0,Good,Needs revision plan
R0873,S0235,2026-02-19,13.0,Male,Grade 8,Private,Math,3.3,7.3,5.2,84.0,61.0,Notebook / Notes,No,Yes,Low,Low,85.0,100.0,Excellent,No Comment
R0428,S0259,2026-03-02,14.0,Female,Grade 9,Private,Math,2.5,8.4,4.6,100.0,54.0,Self Study,Yes,Yes,Low,High,100.0,97.0,Excellent,Excellent focus
R1925,S0490,2026-04-06,13.0,Female,Grade 8,Public,History,3.2,8.2,6.7,78.0,76.0,Group Study,No,Yes,High,High,90.0,94.0,Excellent,Strong participation
R0924,S0001,2026-03-12,15.0,Male,Grade 10,Public,History,4.8,7.6,4.2,90.0,87.0,Group Study,No,No,Medium,High,100.0,99.0,Excellent,Good analytical thinking
R3130,S0267,2026-02-24,16.0,Female,Grade 11,Public,English,4.1,7.5,4.3,86.0,84.0,Self Study,No,Yes,High,Medium,99.0,100.0,Excellent,Good analytical thinking
R0880,S0104,2026-04-20,14.0,Female,Grade 9,Public,Computer Science,6.3,7.0,4.9,76.0,97.0,Self Study,No,Yes,Medium,Low,93.0,99.0,Excellent,No Comment
R2229,S0604,2026-03-15,17.0,Male,Grade 9,Private,Science,3.0,6.9,4.8,71.0,73.0,Online Videos,No,Yes,High,Low,83.0,77.0,Good,Good analytical thinking
R0242,S0566,2026-03-25,14.0,Male,Grade 9,Public,Science,3.4,6.9,4.5,90.0,79.0,Online Videos,No,Yes,Medium,High,98.0,100.0,Excellent,Good analytical thinking
R1539,S0477,2026-03-17,15.0,Male,Grade 10,Private,English,2.8,6.8,3.5,92.0,86.0,Self Study,Yes,Yes,Low,High,90.0,100.0,Excellent,Consistent effort
R0163,S0721,2026-03-22,13.0,Female,Grade 8,Private,English,1.3,7.2,3.4,85.0,68.0,Online Videos,No,Yes,Medium,Low,79.0,78.0,Good,Needs revision plan
R0529,S0547,2026-02-11,14.0,Male,Grade 9,International,Computer Science,2.6,6.3,3.4,89.0,39.0,Online Videos,No,Yes,Medium,Medium,93.0,96.0,Excellent,Improved this term
R0101,S0405,2026-02-19,14.0,Male,Grade 9,Private,History,2.5,9.1,4.4,90.0,86.0,Private Tutor,No,Yes,High,Medium,71.0,92.0,Good,Strong participation
R3808,S0356,2026-04-05,13.0,Female,Grade 8,International,English,4.0,7.0,4.2,87.0,72.0,Self Study,No,Yes,Low,Medium,100.0,100.0,Excellent,Often distracted
R1231,S0270,2026-03-17,14.0,Male,Grade 9,Private,English,3.1,6.1,4.7,87.0,80.0,Online Videos,Yes,Yes,Medium,Medium,95.0,80.0,Good,Needs revision plan
R2570,S0210,2026-02-19,16.0,Female,Grade 11,Public,History,3.2,8.3,3.3,85.0,100.0,Online Videos,No,Yes,Low,Low,83.0,100.0,Excellent,Homework quality varies
R2397,S0418,2026-04-16,15.0,Female,Grade 10,Private,Science,2.7,6.8,0.5,86.0,90.0,Private Tutor,Yes,Yes,High,High,82.0,100.0,Excellent,Needs revision plan
R3064,S0734,2026-02-12,13.0,Male,Grade 8,Public,English,2.5,8.5,5.5,86.0,61.0,Self Study,No,Yes,Low,High,63.0,80.0,Good,Excellent focus
R2039,S0368,2026-02-16,13.0,Female,Grade 8,Private,History,3.3,7.9,3.1,86.0,36.0,Online Videos,No,Yes,Medium,Medium,84.0,91.0,Excellent,Needs better time management
R3380,S0689,2026-04-18,13.0,Female,Grade 8,Public,Science,2.2,6.6,6.6,87.0,65.0,Group Study,No,Yes,Medium,Low,87.0,80.0,Excellent,No Comment
R2020,S0234,2026-03-06,14.0,Male,Grade 9,International,History,3.2,7.4,3.4,80.0,93.0,Group Study,No,Yes,Medium,Medium,73.0,81.0,Good,Excellent focus
R1521,S0200,2026-02-28,15.0,Female,Grade 10,Public,History,1.2,8.3,4.7,100.0,80.0,Group Study,No,Yes,Medium,Medium,78.0,91.0,Excellent,Consistent effort
R0626,S0152,2026-03-08,17.0,Male,Grade 12,International,English,2.7,8.8,3.5,75.0,79.0,Online Videos,No,Yes,High,High,85.0,86.0,Good,Good analytical thinking
R2510,S0355,2026-04-12,13.0,Female,Grade 8,Private,English,3.8,5.4,4.2,100.0,100.0,Self Study,No,Yes,Medium,Medium,91.0,100.0,Excellent,Consistent effort
R1387,S0289,2026-02-07,13.0,Male,Grade 8,Private,Science,3.3,8.4,4.9,68.0,75.0,Online Videos,No,Yes,Medium,Medium,85.0,92.0,Excellent,Homework quality varies
R2806,S0567,2026-02-19,16.0,Male,Grade 11,Public,Science,2.6,8.1,4.5,82.0,69.0,Online Videos,No,Yes,Medium,High,89.0,92.0,Excellent,Excellent focus
R1206,S0151,2026-02-09,16.0,Male,Grade 11,Private,Math,3.6,6.5,5.4,86.0,76.0,Notebook / Notes,No,Yes,Low,Medium,100.0,100.0,Excellent,No Comment
R0038,S0503,2026-04-23,15.0,Male,Grade 10,International,History,1.2,7.8,2.0,81.0,68.0,Group Study,No,Yes,Medium,Low,78.0,76.0,Good,No Comment
R2899,S0512,2026-04-03,13.0,Male,Grade 8,International,Math,3.3,7.8,7.6,88.0,50.0,Group Study,No,No,Medium,Medium,95.0,89.0,Good,No Comment
R3375,S0210,2026-04-05,15.0,Female,Grade 11,Public,Computer Science,5.7,8.9,5.6,91.0,67.0,Self Study,No,Yes,Low,High,85.0,100.0,Excellent,No Comment
R3052,S0186,2026-02-16,13.0,Female,Grade 8,Private,Computer Science,2.0,7.2,1.8,87.0,88.0,Online Videos,Yes,No,Medium,Low,70.0,77.0,Good,Often distracted
R1368,S0485,2026-04-21,15.0,Male,Grade 10,Private,Science,2.3,7.8,4.4,90.0,76.0,Online Videos,No,Yes,Medium,Medium,90.0,85.0,Good,No Comment
R0238,S0185,2026-04-08,17.0,Female,Grade 12,Private,Computer Science,1.9,6.3,0.8,89.0,100.0,Private Tutor,No,Yes,Medium,High,74.0,82.0,Good,No Comment
R0828,S0464,2026-03-31,17.0,Male,Grade 12,Public,Computer Science,1.2,7.3,2.6,90.0,70.0,Group Study,No,Yes,Medium,Medium,78.0,93.0,Excellent,Homework quality varies
R0556,S0435,2026-02-02,17.0,Male,Grade 12,Private,History,2.1,7.2,6.0,86.0,83.0,Group Study,No,Yes,High,Medium,58.0,92.0,Needs Improvement,No Comment
R0198,S0425,2026-03-29,14.0,Female,Grade 9,Public,Math,3.9,6.7,3.0,71.0,76.0,Group Study,No,Yes,Low,Medium,93.0,94.0,Excellent,Absent during some activities
R1301,S0252,2026-04-24,16.0,Male,Grade 11,Public,Math,2.2,7.4,5.4,77.0,76.0,Self Study,No,Yes,Low,High,88.0,82.0,Good,No Comment
R1324,S0744,2026-02-27,15.0,Male,Grade 10,International,Science,4.4,8.2,1.8,90.0,72.0,Self Study,No,Yes,Medium,Medium,91.0,99.0,Excellent,No Comment
R0482,S0425,2026-04-28,13.0,Female,Grade 8,Private,Science,3.2,7.2,4.2,92.0,63.0,Self Study,Yes,Yes,Medium,Medium,89.0,96.0,Excellent,No Comment
R0302,S0422,2026-04-21,15.0,Female,Grade 10,Private,History,2.4,5.8,2.7,86.0,74.0,Online Videos,No,Yes,Low,High,96.0,97.0,Excellent,No Comment
R3372,S0074,2026-02-13,14.0,Female,Grade 9,Public,English,3.7,7.8,4.2,80.0,66.0,Group Study,No,Yes,Low,Medium,86.0,90.0,Excellent,Needs better time management
R0090,S0625,2026-02-26,16.0,Male,Grade 11,International,Math,4.2,6.2,1.7,86.0,100.0,Online Videos,Yes,Yes,Medium,Medium,100.0,100.0,Excellent,Homework quality varies
R1181,S0305,2026-03-11,13.0,Female,Grade 8,Public,English,3.0,7.2,4.4,73.0,83.0,Private Tutor,No,No,Medium,High,90.0,71.0,Pass,Often distracted
R2755,S0512,2026-03-17,13.0,Male,Grade 11,Private,History,5.3,6.8,8.7,89.0,66.0,Group Study,No,Yes,Low,Medium,81.0,87.0,Good,Absent during some activities
R1077,S0433,2026-03-23,13.0,Male,Grade 8,Private,Computer Science,3.7,7.3,4.9,90.0,100.0,Notebook / Notes,No,Yes,Medium,Medium,97.0,100.0,Excellent,Strong participation
